Account Owner,Account Owner ID,Account Name,Phone,Account Site,Fax,Parent Account,Parent Account ID,Account Number,Account Type,Industry,Annual Revenue,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout,Layout ID,Tag,Water System No,Website URL,Principal Country Served
,,RANCHO WELLS INC,602-568-6380,,,,,,,,,,,,,,,22101 W PINNACLE PEAK RD,SURPRISE,AZ,85387-9550,,,,,,,,,
,,RANCHWOOD MOBILE PARK COMM,520-294-3882,,,,,,,,,,,,,,,,TUCSON,AZ,85706,,,,,,,,,
,,PORTER CREEK DWID,928-367-6621,,,,,,,,,,,,,,,,LAKESIDE,AZ,85929,,,,,,,,,
,,RANCHO DEL CONEJO COMM WATER CO,520-682-8553,,,,,,,,,,,,,,,,TUCSON,AZ,85743,,,,,,,,,
,,RED ROCK ACRES HOA,520-394-0246,,,,,,,,,,,,,,,PO BOX 978,PATAGONIA,AZ,85624,,,,,,,,,
,,RAY WATER COMPANY INC,520-623-1332,,,,,,,,,,,,,,,414 N COURT AVE,TUCSON,AZ,85701,,,,,,,,,
,,RED ROCK CROSSING MOBILE VILLAGE,928-282-1319,,,,,,,,,,,,,,,300 RED ROCK CROSSING RD,SEDONA,AZ,86336,,,,,,,,,
,,RED ROCK UTILITIES,520-483-4575,,,,,,,,,,,,,,,,MARICOPA,AZ,85138,,,,,,,,,
,,PUEBLO DEL SOL WATER COMPANY,520-458-3742,,,,,,,,,,,,,,,,SIERRA VISTA,AZ,85635,,,,,,,,,
,,RILLITO WATER USERS ASSOC,520-609-2245,,,,,,,,,,,,,,,PO BOX 668,RILLITO,AZ,85654,,,,,,,,,
,,RINCON COUNTRY EAST RV,520-294-5608,,,,,,,,,,,,,,,4555 S MISSION RD,TUCSON,AZ,85746,,,,,,,,,
,,RINCON MESA LANDOWNERS,520-730-6453,,,,,,,,,,,,,,,,VAIL,AZ,85641,,,,,,,,,
,,RINCON WATER COMPANY,520-625-1671,,,,,,,,,,,,,,,HC 70 BOX 3601,SAHUARITA,AZ,85629,,,,,,,,,
,,RANCH WATER SERVICE INC,928-279-3146,,,,,,,,,,,,,,,1501 S BLAKE RANCH RD,KINGMAN,AZ,86401,,,,,,,,,
,,RIM TRAIL DWID,480-250-9089,,,,,,,,,,,,,,,269 S CONIFER DR,PAYSON,AZ,85541,,,,,,,,,
,,RIO VERDE RV PARK,928-300-5768,,,,,,,,,,,,,,,3420 E SR 89A,COTTONWOOD,AZ,86326,,,,,,,,,
,,RIO VIEJO WATER,520-326-4858,,,,,,,,,,,,,,,#101,TUCSON,AZ,85719,,,,,,,,,
,,RIO VISTA MOBILE HOME PARK,520-795-4598,,,,,,,,,,,,,,,,TUCSON,AZ,85716,,,,,,,,,
,,RETAW WATER COMPANY,520-271-1504,,,,,,,,,,,,,,,,LAKESIDE,AZ,85929,,,,,,,,,
,,RIVER RV RANCH,702-764-1082,,,,,,,,,,,,,,,,LAS VEGAS,NV,89126,,,,,,,,,
,,ROAD RUNNER MHP,928-713-6749,,,,,,,,,,,,,,,PO BOX 4469,CHINO VALLEY,AZ,86323,,,,,,,,,
,,RIO VERDE UTILITIES,602-239-4176,,,,,,,,,,,,,,,4058 E CHAPAROSA WAY,CAVE CREEK,AZ,85331,,,,,,,,,
,,ROSE VALLEY WATER COMPANY,623-889-2275,,,,,,,,,,,,,,,PO BOX 1444,GREEN VALLEY,AZ,85622,,,,,,,,,
,,ROSEVIEW WATER COMPANY,520-265-1947,,,,,,,,,,,,,,,21410 N 19TH AVE STE 201,PHOENIX,AZ,85138,,,,,,,,,
,,SAGE VALLEY MHP,928-856-0780,,,,,,,,,,,,,,,,MESA,AZ,85203,,,,,,,,,
,,SAGUARO ACRES CFD,623-570-4865,,,,,,,,,,,,,,,13128  W FOXFIRE DR STE 0104,SURPRISE,AZ,85378,,,,,,,,,
,,ROOSEVELT RESORT LLC,,,,,,,,,,,,,,,,P.O. BOX 734,ROOSEVELT,AZ,85545,,,,,,,,,
,,SAGUARO VIEW MGMT COMPANY,623-584-2649,,,,,,,,,,,,,,,17220 N BOSWELL BLVD STE 140,SUN CITY,AZ,85373,,,,,,,,,
,,RUNNING BEAR MOBILE RESORT,928-368-6727,,,,,,,,,,,,,,,2468 RUNNING BEAR RD,LAKESIDE,AZ,85929,,,,,,,,,
,,SAHUARITA HEIGHTS MHP,480-648-8855,,,,,,,,,,,,,,,#103-402,SCOTTSDALE,AZ,85254,,,,,,,,,
,,SAHUARITA VILLAGE WATER,520-370-5215,,,,,,,,,,,,,,,,SAHUARITA,AZ,85629,,,,,,,,,
,,SAGUARO MOBILE HOME PARK,602-819-1467,,,,,,,,,,,,,,,PO BOX 100,KEARNY,AZ,85137,,,,,,,,,
,,SAHUARITA WATER COMPANY,520-399-1105,,,,,,,,,,,,,,,801 W CAMINO DESIERTO,TUCSON,AZ,85704,,,,,,,,,
,,SALOME WATER COMPANY,928-859-3571,,,,,,,,,,,,,,,PO BOX 550,SALOME,AZ,85348,,,,,,,,,
,,SAMALAYUCCA IMPROVEMENT ASSOC,520-342-6021,,,,,,,,,,,,,,,802 W COMOBABI DR,TUCSON,AZ,85704-3202,,,,,,,,,
,,SAN LUIS CITY OF,928-341-8596,,,,,,,,,,,,,,,PO BOX 3750,SAN LUIS,AZ,85349,,,,,,,,,
,,SANDARIO WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,SASABE BORDER VILLAGE,520-823-4222,,,,,,,,,,,,,,,PO BOX 7,SASABE,AZ,85633,,,,,,,,,
,,SCOTTSDALE CITY OF,480-312-8716,,,,,,,,,,,,,,,PO BOX 85255,SCOTTSDALE,AZ,85257,,,,,,,,,
,,SEDONA VENTURE WATER COMPANY,312-279-1400,,,,,,,,,,,,,,,7310 N 16TH ST,PHOENIX,AZ,85020,,,,,,,,,
,,SEVEN RANCH DWID,520-568-2239,,,,,,,,,,,,,,,PO BOX 615,MARICOPA,AZ,85139,,,,,,,,,
,,SHAE WATER COMPANY,520-982-5148,,,,,,,,,,,,,,,,AMADO,AZ,85645,,,,,,,,,
,,SANDERS SCHOOL DISTRICT,928-587-2446,,,,,,,,,,,,,,,PO BOX 250,SANDERS,AZ,86512,,,,,,,,,
,,SHILOH WATER COMPANY,520-307-5520,,,,,,,,,,,,,,,HC 70 BOX 4260,SAHUARITA,AZ,85629,,,,,,,,,
,,SHERMAN PINES WATER COMPANY,928-778-5654,,,,,,,,,,,,,,,1203 E PINE RIDGE DR,PRESCOTT,AZ,86303-5940,,,,,,,,,
,,SHOW LOW CROSSROADS HOA,928-532-7913,,,,,,,,,,,,,,,PO BOX 201,VERNON,AZ,85940,,,,,,,,,
,,SHANGRI LA RANCH,623-465-5959,,,,,,,,,,,,,,,44444 N SHANGRI LA RD,NEW RIVER,AZ,85087,,,,,,,,,
,,SHEPARD WATER COMPANY,928-783-9589,,,,,,,,,,,,,,,10430 N MARTINEZ LAKE RD,YUMA,AZ,85365,,,,,,,,,
,,SHOW LOW PINES SUBD WELL,928-207-6413,,,,,,,,,,,,,,,,SHOW LOW,AZ,85901,,,,,,,,,
,,SHOW LOW PINES WELL 3,928-207-6413,,,,,,,,,,,,,,,,SHOW LOW,AZ,85901,,,,,,,,,
,,SIERRA COURT TRAILER PARK,520-889-0374,,,,,,,,,,,,,,,1551 E BENSON HWY SP. 26,TUCSON,AZ,85714,,,,,,,,,
,,SIERRA VISTA ADULT RV RES,727-458-3882,,,,,,,,,,,,,,,,CASA GRANDE,AZ,85193,,,,,,,,,
,,SIERRA PACIFIC MOBILE MANOR,928-581-5705,,,,,,,,,,,,,,,,YUMA,AZ,85365,,,,,,,,,
,,SIERRA VISTA MH VILLAGE,520-459-1690,,,,,,,,,,,,,,,733 S DEER CREEK LN,SIERRA VISTA,AZ,85635,,,,,,,,,
,,SIERRITA MOUNTAIN WATER CO-OP,520-822-1723,,,,,,,,,,,,,,,10589 S BRANDYWINE LN,TUCSON,AZ,85736,,,,,,,,,
,,SIETA CASA JOINT VENTURE,520-744-3643,,,,,,,,,,,,,,,7435 N CAMINO DE OESTE,TUCSON,AZ,85741,,,,,,,,,
,,SAGUARO WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,SILVER CHOLLA MHP,520-887-0891,,,,,,,,,,,,,,,5000 N LA CHOLLA BLVD,TUCSON,AZ,85705,,,,,,,,,
,,SILVER CREEK RV PARK,928-763-2444,,,,,,,,,,,,,,,,BULLHEAD CITY,AZ,86442,,,,,,,,,
,,SILVERVIEW RV PARK,928-763-5500,,,,,,,,,,,,,,,1501 GOLD RUSH RD,BULLHEAD CITY,AZ,86442,,,,,,,,,
,,SIGNAL PEAK WATER COMPANY,480-998-5440,,,,,,,,,,,,,,,SUITE 400,SCOTTSDALE,AZ,85251,,,,,,,,,
,,SKY HI DWID,928-367-6621,,,,,,,,,,,,,,,,LAKESIDE,AZ,85929,,,,,,,,,
,,SOFTWINDS MOBILE HOME PARK,951-733-2239,,,,,,,,,,,,,,,#440-162,MIRA LOMA,CA,91752,,,,,,,,,
,,SAN SIMON DWID,520-845-2451,,,,,,,,,,,,,,,,SAN SIMON,AZ,85632,,,,,,,,,
,,SOLITUDE TRAILS DWID,928-978-2286,,,,,,,,,,,,,,,PO BOX 1883,PINE,AZ,85544,,,,,,,,,
,,SO HI DWID,928-565-3540,,,,,,,,,,,,,,,4345 SO HI BLVD,GOLDEN VALLEY,AZ,86413,,,,,,,,,
,,SNOWBIRD RV PARK,928-768-7141,,,,,,,,,,,,,,,,FORT MOHAVE,AZ,86426,,,,,,,,,
,,SONOITA VALLLEY (NORTH) WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,SOMERTON CITY OF,928-722-7371,,,,,,,,,,,,,,,PO BOX 638,SOMERTON,AZ,85350,,,,,,,,,
,,SONOITA VALLEY (SOUTH) WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,SKYLINE RESORT RV PARK,480-987-5476,,,,,,,,,,,,,,,,SAN TAN VALLEY,AZ,85140,,,,,,,,,
,,SILVERBELL IRRIGATION & DRAINAGE DIST,520-251-0628,,,,,,,,,,,,,,,PO BOX 879,ARIZONA CITY,AZ,85123,,,,,,,,,
,,SONTEL TRUST WATER COOP,602-290-9002,,,,,,,,,,,,,,,PO BOX 454,HIGLEY,AZ,85236-0454,,,,,,,,,
,,SNOWFLAKE TOWN OF,928-536-7103,,,,,,,,,,,,,,,81 WEST 1ST SOUTH,SNOWFLAKE,AZ,85937,,,,,,,,,
,,SOUTHERN SUNRISE WC COCHISE HORSESHOE,520-417-4466,,,,,,,,,,,,,,,4055 CAMPUS DR,SIERRA VISTA,AZ,85635,,,,,,,,,
,,SOUTHERN SUNRISE WC MIRACLE VALLEY,520-417-4466,,,,,,,,,,,,,,,4055 CAMPUS DR,SIERRA VISTA,AZ,85635,,,,,,,,,
,,SOUTHLAND UTILITIES - GOLDEN ACRES,520-623-5172,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,SPANISH TRAIL WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,ST DAVID DWID,520-720-4467,,,,,,,,,,,,,,,PO BOX 172,SAINT DAVID,AZ,85630,,,,,,,,,
,,STAR VALE LEISURE LIVING,567-231-8339,,,,,,,,,,,,,,,,STAR VALLEY,AZ,85541,,,,,,,,,
,,STAR VALLEY MOTEL AND MOBILE HOME PARK,928-474-2231,,,,,,,,,,,,,,,1900 E HIGHWAY 260,PAYSON,AZ,85541,,,,,,,,,
,,STARLIGHT WATER COMPANY,928-477-2821,,,,,,,,,,,,,,,HC31 BOX 886,HAPPY JACK,AZ,86024,,,,,,,,,
,,STONEHEDGE ESTATES,602-460-7571,,,,,,,,,,,,,,,PO BOX 4219,SCOTTSDALE,AZ,85261,,,,,,,,,
,,ST JOHNS CITY OF,928-337-4517,,,,,,,,,,,,,,,PO BOX 455,SAINT JOHNS,AZ,85936,,,,,,,,,
,,STRATMAN WATER COMPANY,520-720-4467,,,,,,,,,,,,,,,PO BOX 172,SAINT DAVID,AZ,85630,,,,,,,,,
,,STRAWBERRY HOLLOW DWID,928-978-7001,,,,,,,,,,,,,,,PO BOX 2141,PINE,AZ,85544,,,,,,,,,
,,SULGER WATER COMPANY 2,520-808-7300,,,,,,,,,,,,,,,918 E. RONALD REGAN PKWY,HUACHUCA CITY,AZ,85616,,,,,,,,,
,,SUMMIT WATER COOP,520-409-2057,,,,,,,,,,,,,,,3010 E BLACKBRUSH RD,TUCSON,AZ,85756,,,,,,,,,
,,SPRINGERVILLE TOWN OF,928-333-2686,,,,,,,,,,,,,,,418 E MAIN ST,SPRINGERVILLE,AZ,85938,,,,,,,,,
,,SUNIZONA WATER COMPANY,520-400-4011,,,,,,,,,,,,,,,5416 E HIGHWAY 181,PEARCE,AZ,85625-6035,,,,,,,,,
,,SUN VALLEY FARMS UNIT VI,480-987-1680,,,,,,,,,,,,,,,3698 E HASHKNIFE DRAW RD,SAN TAN VALLEY,AZ,85140,,,,,,,,,
,,SUN SHINERS MHP,928-347-5718,,,,,,,,,,,,,,,PO BOX 423,BEAVER DAM,AZ,86434,,,,,,,,,
,,SUN VALLEY UTILITIES,928-524-2488,,,,,,,,,,,,,,,PO BOX 61,HOLBROOK,AZ,86025,,,,,,,,,
,,SAFFORD CITY OF,928-965-0334,,,,,,,,,,,,,,,405 W DISCOVERY PARK BLVD,SAFFORD,AZ,85546,,,,,,,,,
,,SUNRISE VISTA UTILITIES,928-758-8200,,,,,,,,,,,,,,,,FT MOHAVE,AZ,86426,,,,,,,,,
,,SUNLAND WATER COMPANY,602-571-6954,,,,,,,,,,,,,,,4523 E PALO VERDE DR,PHOENIX,AZ,85018,,,,,,,,,
,,SUN LEISURE ESTATES UTILITIES COMPANY,928-920-5088,,,,,,,,,,,,,,,,YUMA,AZ,85365,,,,,,,,,
,,SUNRISE MOBILE HOME PARK,520-458-1666,,,,,,,,,,,,,,,1700 S HIGHWAY 92,SIERRA VISTA,AZ,85635-5857,,,,,,,,,
,,SUNRISE WATER COMPANY,623-972-6133,,,,,,,,,,,,,,,9098 W PINNACLE PEAK RD,PEORIA,AZ,85383,,,,,,,,,
,,SUNSET MHP,928-782-3601,,,,,,,,,,,,,,,PO BOX 1132,YUMA,AZ,85366,,,,,,,,,
,,SUNSET MOBILE HOME PARK,928-282-4593,,,,,,,,,,,,,,,205 SUNSET DR,SEDONA,AZ,86336,,,,,,,,,
,,SWEETWATER RANCH - TOWN OF TAYLOR,928-536-7366,,,,,,,,,,,,,,,PO BOX 158,TAYLOR,AZ,85939,,,,,,,,,
,,TALL PINES ESTATES WATER,928-853-3326,,,,,,,,,,,,,,,HC 31 BOX 25,MORMOM LAKE,AZ,86038,,,,,,,,,
,,TEMPE CITY OF,480-350-2855,,,,,,,,,,,,,,,Mail Stop 38-1 PO BOX 5002,TEMPE,AZ,85280,,,,,,,,,
,,THE ORME SCHOOL OF ARIZONA,,,,,,,,,,,,,,,,,MAYER,AZ,86333,,,,,,,,,
,,SUPERSTITION WATER COMPANY,520-647-7041,,,,,,,,,,,,,,,PO BOX 216,VAIL,AZ,85641,,,,,,,,,
,,THIM UTILITY COMPANY - WELL 9,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,THE OAKS MOBILE HOME PARK,480-299-7186,,,,,,,,,,,,,,,STE18 NO 235,CHANDLER,AZ,85286,,,,,,,,,
,,THIM UTILITY COMPANY - RANCHO VISTA,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,TIERRA BUENA WATER COMPANY,623-935-1100,,,,,,,,,,,,,,,6808 N DYSART RD #112,LITCHFIELD PARK,AZ,85307,,,,,,,,,
,,THIM UTILITY COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,THUNDERBIRD FARMS DWID,520-568-2663,,,,,,,,,,,,,,,,MARICOPA,AZ,85139,,,,,,,,,
,,SURPRISE CITY OF - MOUNTAIN VISTA,623-222-7036,,,,,,,,,,,,,,,16000 CIVIC CENTER PLAZA,SURPRISE,AZ,85374,,,,,,,,,
,,TIERRA MESA ESTATES WATER COMPANY,928-341-9685,,,,,,,,,,,,,,,4743 E 30TH PL,YUMA,AZ,85365,,,,,,,,,
,,TIMBER KNOLL DWID,928-242-8994,,,,,,,,,,,,,,,PO BOX 258,VERNON,AZ,85940,,,,,,,,,
,,TIMBERLAND ACRES DWID,,,,,,,,,,,,,,,,3540 COUNTY CLUB DR,SHOW LOW,AZ,85901,,,,,,,,,
,,TIMBERLINE MHP,928-537-4857,,,,,,,,,,,,,,,PO BOX 45090,PHOENIX,AZ,85064,,,,,,,,,
,,TOLLESON CITY OF,623-936-3381,,,,,,,,,,,,,,,9501 W PIMA RD,TOLLESON,AZ,85353,,,,,,,,,
,,TONTO BASIN WATER - CACTUS FOREST,720-949-1384,,,,,,,,,,,,,,,7581 EAST ACADEMY BLVD,DENVER,CO,80230,,,,,,,,,
,,TONTO BASIN WATER - LR GARDENS EAST,720-949-1384,,,,,,,,,,,,,,,7581 EAST ACADEMY BLVD,DENVER,CO,80230,,,,,,,,,
,,TACNA WATER MANAGEMENT COMPANY,928-341-9685,,,,,,,,,,,,,,,4743 E 30TH PL,YUMA,AZ,85365,,,,,,,,,
,,TIERRA LINDA HOA WATER COMPANY,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,TONTO BASIN WATER - NORTH BAY ESTATES,720-949-1384,,,,,,,,,,,,,,,7581 EAST ACADEMY BLVD,DENVER,CO,80230,,,,,,,,,
,,TONTO BASIN WATER ROOSEVELT LAKE ESTATES,720-949-1384,,,,,,,,,,,,,,,7581 EAST ACADEMY BLVD,DENVER,CO,80230,,,,,,,,,
,,TONTO CREEK WATER COMPANY,928-478-0010,,,,,,,,,,,,,,,173 S BLACKFOOT RD,PAYSON,AZ,85541,,,,,,,,,
,,THIM WATER COMPANY 2,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,THIM UTILITY COMPANY 2,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,TONTO HILLS DWID,480-595-0128,,,,,,,,,,,,,,,11228 HOHOKAM LN,CAVE CREEK,AZ,85331,,,,,,,,,
,,TONTO VILLAGE WATER COMPANY,928-478-0010,,,,,,,,,,,,,,,173 S BLACKFOOT RD,PAYSON,AZ,85541,,,,,,,,,
,,TONTO BASIN WATER - LR GARDENS WEST,720-949-1384,,,,,,,,,,,,,,,7581 EAST ACADEMY BLVD,DENVER,CO,80230,,,,,,,,,
,,TOWN & COUNTRY - PRESTON,520-281-1988,,,,,,,,,,,,,,,,NOGALES,AZ,85628,,,,,,,,,
,,TOWN COUNTRY MHP,248-240-2322,,,,,,,,,,,,,,,4444 E BENSON HWY,TUCSON,AZ,85706,,,,,,,,,
,,TOWN OF PRESCOTT VALLEY,928-759-3070,,,,,,,,,,,,,,,7501 E CIVIC CIR,PRESCOTT VALLEY,AZ,86314,,,,,,,,,
,,TOWN OF TAYLOR,928-536-7366,,,,,,,,,,,,,,,PO BOX 1293,TAYLOR,AZ,85939,,,,,,,,,
,,TRAILS WEST MHP,520-574-0298,,,,,,,,,,,,,,,8401 S KOLB RD,TUCSON,AZ,85756,,,,,,,,,
,,TRIPLE G DAIRY,623-386-4565,,,,,,,,,,,,,,,29115 W BROADWAY RD,BUCKEYE,AZ,85326,,,,,,,,,
,,TOMBSTONE CITY OF,520-457-3415,,,,,,,,,,,,,,,PO BOX 339,TOMBSTONE,AZ,85638,,,,,,,,,
,,TOWN OF STAR VALLEY WATER DEPARTMENT,928-978-2286,,,,,,,,,,,,,,,605 W ARABIAN WAY,PAYSON,AZ,85541,,,,,,,,,
,,TUCSON WATER CATALINA,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON WATER CORONA DE TUCSON,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON WATER DIAMOND BELL,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TOWN OF HUACHUCA CITY,520-249-5241,,,,,,,,,,,,,,,311 ELGIN ST,HUACHUCA CITY,AZ,85616,,,,,,,,,
,,TUCSON WATER SIERRITA FOOTHILLS,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON CITY OF,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON WATER SILVERBELL WEST,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON WATER THUNDERHEAD,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TUCSON WATER VALLEY VIEW ACRES,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,TRUXTON CANYON WATER COMPANY,928-757-2205,,,,,,,,,,,,,,,7313 E CONCHO DR,KINGMAN,AZ,86401-9707,,,,,,,,,
,,TWIN BUTTES TRAILER PARK,520-364-7075,,,,,,,,,,,,,,,4027 N TWIN BUTTES CT,DOUGLAS,AZ,85607,,,,,,,,,
,,TWIN LAKES MOBILE HOME PARK,480-250-9089,,,,,,,,,,,,,,,269 S CONIFER DR,PAYSON,AZ,85541,,,,,,,,,
,,TWO TANKS COMMUNITY WELL,623-205-1986,,,,,,,,,,,,,,,15816 W REMUDA DR,SURPRISE,AZ,85387,,,,,,,,,
,,USAF LUKE AIR FORCE BASE,623-856-7521,,,,,,,,,,,,,,,7219 N LITCHFIELD RD BLDG 810,LUKE AFB,AZ,85309,,,,,,,,,
,,USDJ FBP FED CORR INST SAFFORD,928-348-1335,,,,,,,,,,,,,,,,SAFFORD,AZ,85548,,,,,,,,,
,,TUCSON WATER RANCHO DEL SOL LINDO,520-837-2430,,,,,,,,,,,,,,,PO BOX 27210,TUCSON,AZ,85726,,,,,,,,,
,,VAIL WATER COMPANY,520-647-3679,,,,,,,,,,,,,,,PO BOX 100,VAIL,AZ,85641,,,,,,,,,
,,VALLE AIRPORT GRAND CANYON,928-255-3100,,,,,,,,,,,,,,,PO BOX 3246,GRAND CANYON,AZ,86023,,,,,,,,,
,,VALLE VERDE DEL NORTE,520-399-1105,,,,,,,,,,,,,,,801 W CAMINO DESIERTO,TUCSON,AZ,85704,,,,,,,,,
,,VALLE ESCONDIDO DWID,520-568-2239,,,,,,,,,,,,,,,19756 N JOHN WAYNE PKWY,MARICOPA,AZ,85139,,,,,,,,,
,,USMC YUMA MAIN SYSTEM,928-269-5689,,,,,,,,,,,,,,,PO BOX 99100,YUMA,AZ,85369,,,,,,,,,
,,VALLEY PIONEERS WATER COMPANY INC,928-303-3822,,,,,,,,,,,,,,,5998 W CHINO DR,GOLDEN VALLEY,AZ,86413,,,,,,,,,
,,VALLEY VISTA,602-240-6860,,,,,,,,,,,,,,,3805 N BLACK CANYON HWY,PHOENIX,AZ,85015-5351,,,,,,,,,
,,US ARMY FORT HUACHUCA,520-533-9091,,,,,,,,,,,,,,,PO BOX 483,DRAGOON,AZ,85609,,,,,,,,,
,,VALLEY UTILITIES WATER COMPANY GLENDALE,623-935-1100,,,,,,,,,,,,,,,6808 N DYSART RD #112,LITCHFIELD PARK,AZ,85307,,,,,,,,,
,,USAF DAVIS MONTHAN AFB,520-228-4774,,,,,,,,,,,,,,,Bldg. 4201,DMAFB,AZ,85707-3919,,,,,,,,,
,,VALLEY VIEW WATER COMPANY,623-398-8722,,,,,,,,,,,,,,,1488 S 234TH LANE,BUCKEYE,AZ,85326,,,,,,,,,
,,VALLE VERDE WATER COMPANY - EAST,520-624-1460,,,,,,,,,,,,,,,PO BOX 85160,TUCSON,AZ,85754,,,,,,,,,
,,UTILITY SOURCE LLC,480-892-8756,,,,,,,,,,,,,,,20525 E CHANDLER HEIGHTS RD,QUEEN CREEK,AZ,85142,,,,,,,,,
,,VALLEY VISTA WATER COMPANY,928-304-7327,,,,,,,,,,,,,,,8450 W US HIGHWAY 95,SOMERTON,AZ,85350,,,,,,,,,
,,VERDE LAKES WATER - BIG VALLEY,928-567-4338,,,,,,,,,,,,,,,2180 E AMY DR,CAMP VERDE,AZ,86322,,,,,,,,,
,,VERDE VALLEY MANOR,928-646-9155,,,,,,,,,,,,,,,,COTTONWOOD,AZ,86326,,,,,,,,,
,,VERDE LAKES WATER - STILLWATER,928-567-4338,,,,,,,,,,,,,,,2867 VERDE LAKES DR,CAMP VERDE,AZ,86322,,,,,,,,,
,,VERNON VALLEY WATER SYSTEM,928-537-8739,,,,,,,,,,,,,,,PO BOX 946,EAGAR,AZ,85925,,,,,,,,,
,,VIA VERDE WEST MHP,520-250-7700,,,,,,,,,,,,,,,6126 E SAN MARINO,TUCSON,AZ,85751,,,,,,,,,
,,VICKSBURG FARM,623-322-5148,,,,,,,,,,,,,,,"250 LITCHFIELD RD, STE 101",GOODYEAR,AZ,85338,,,,,,,,,
,,VERDE LAKES WATER - DINKY CREEK,928-567-4338,,,,,,,,,,,,,,,2867 VERDE LAKE DR,CAMP VERDE,AZ,86322,,,,,,,,,
,,VERDE LEE WATER COMPANY,575-574-5427,,,,,,,,,,,,,,,PO BOX 309,SHOW LOW,AZ,85902,,,,,,,,,
,,VILLA CAPRI MHP,520-887-2255,,,,,,,,,,,,,,,2305 W RUTHRAUFF RD,TUCSON,AZ,85702,,,,,,,,,
,,VIRGIN MOUNTAIN UTILITIES COMPANY,,,,,,,,,,,,,,,,PO BOX 668,LITTLEFIELD,AZ,86432,,,,,,,,,
,,VISTA DEL NORTE MHP,520-887-5581,,,,,,,,,,,,,,,,TUCSON,AZ,85719,,,,,,,,,
,,VERNON DWID,928-245-5914,,,,,,,,,,,,,,,PO BOX 136,EAGAR,AZ,85925,,,,,,,,,
,,VISTANCIA PUBLIC WATER SYSTEM,623-773-8467,,,,,,,,,,,,,,,8401 W MONROE ST,PEORIA,AZ,85345,,,,,,,,,
,,VIRGIN MOUNTAIN ESTATES MHP,503-310-8110,,,,,,,,,,,,,,,19609 NE Marine Drive Slip F7,PORTLAND,OR,97230,,,,,,,,,
,,VWC BUCKEYE DIV - SONORAN RIDGE,623-349-6106,,,,,,,,,,,,,,,"21749 W. YUMA ROAD, SUITE 107",BUCKEYE,AZ,85326,,,,,,,,,
,,VWC BUCKEYE DIVISION SUN VALLEY,623-349-6106,,,,,,,,,,,,,,,"21749 W. YUMA ROAD, SUITE 107",BUCKEYE,AZ,85326,,,,,,,,,
,,VILLA GRANDE DWID,520-251-0481,,,,,,,,,,,,,,,P.O. BOX 63,ELOY,AZ,85131,,,,,,,,,
,,VWC BUCKEYE DIVISION SWEETWATER 2,623-349-6106,,,,,,,,,,,,,,,"21749 W. YUMA ROAD, SUITE 107",BUCKEYE,AZ,85326,,,,,,,,,
,,WALDEN MEADOWS COMM COOP,928-442-9593,,,,,,,,,,,,,,,9325 DONEGAL DR,WILHOIT,AZ,86332,,,,,,,,,
